trace,l1_fraction,l2_multiplier,policy,seed,lineage,selection_hash,hash_rank,group_index,ordinal,timestamp_ms,candidate_count,arrival_rejection,actual_index,arriving_index,secondary_horizon_seconds,replicate,window,action_index,candidate_state_index,is_actual,is_arrival,learned_score,last_group,frequency,next_use_delta_ms,count_within_h,q_tokens,l2_q_tokens,delta_q_vs_actual_tokens,requested_tokens,future_requests,branch_content_sha256
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,0,112109,True,True,-6.102371917874332,709,1,,0,1580544,468480,0,24046478,2172,ce38103ec9ab8499c1e1c9c58da119ec81c9f65a00c7903ca120f2252512b8fb
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,0,112109,True,True,-6.102371917874332,709,1,,0,3510302,862720,0,58357762,5153,ce38103ec9ab8499c1e1c9c58da119ec81c9f65a00c7903ca120f2252512b8fb
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,1,7316,False,False,-5.0839935458900065,706,10,336000.0,2,1595392,483328,14848,24046478,2172,b3e1bc4f5f6110820cacf6bd285366b76413b17c66ed3de2af11b35093997c22
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,1,7316,False,False,-5.0839935458900065,706,10,336000.0,2,3542558,894976,32256,58357762,5153,b3e1bc4f5f6110820cacf6bd285366b76413b17c66ed3de2af11b35093997c22
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,2,12675,False,False,-4.914281480608173,705,11,276000.0,3,1555456,443392,-25088,24046478,2172,231d4528a8f473c91e5567760024ffb6fba359995965e6375747dee717a4e752
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,2,12675,False,False,-4.914281480608173,705,11,276000.0,3,3520030,872448,9728,58357762,5153,231d4528a8f473c91e5567760024ffb6fba359995965e6375747dee717a4e752
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,3,38069,False,False,-4.982723645554103,693,6,,0,1590784,478720,10240,24046478,2172,a7b2b470b1e7e4ccdcc0bd23fa224c619ad59eaa902adc0b1c3fe176a747e869
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,3,38069,False,False,-4.982723645554103,693,6,,0,3523102,875520,12800,58357762,5153,a7b2b470b1e7e4ccdcc0bd23fa224c619ad59eaa902adc0b1c3fe176a747e869
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,4,9898,False,False,-4.955702395592429,705,12,276000.0,3,1586176,474112,5632,24046478,2172,cb0a11db5c33c1e76d0c82b5f4223828890c3f33624f261160ba9f5ec2e4eb07
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,4,9898,False,False,-4.955702395592429,705,12,276000.0,3,3521054,873472,10752,58357762,5153,cb0a11db5c33c1e76d0c82b5f4223828890c3f33624f261160ba9f5ec2e4eb07
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,5,9408,False,False,-5.066142111061926,632,14,542999.0,1,1560064,448000,-20480,24046478,2172,61b539939353a055e51c455ad5435e97153f2596d90a1d43f07ce196ff5aeefb
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,5,9408,False,False,-5.066142111061926,632,14,542999.0,1,3479070,831488,-31232,58357762,5153,61b539939353a055e51c455ad5435e97153f2596d90a1d43f07ce196ff5aeefb
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,6,29013,False,False,-4.876424189883933,685,13,57000.0,5,1558016,445952,-22528,24046478,2172,05c32b31e7af54cc1980c37bb3367091858504d60530a61efea238948f88b606
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,6,29013,False,False,-4.876424189883933,685,13,57000.0,5,3488286,840704,-22016,58357762,5153,05c32b31e7af54cc1980c37bb3367091858504d60530a61efea238948f88b606
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,7,65176,False,False,-4.940815436879881,677,9,,0,1568256,456192,-12288,24046478,2172,e25ba7aed9e1b2c8b20e8fb624247bdb904cde231daaa81b4f527669aaac0d0e
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,7,65176,False,False,-4.940815436879881,677,9,,0,3531294,883712,20992,58357762,5153,e25ba7aed9e1b2c8b20e8fb624247bdb904cde231daaa81b4f527669aaac0d0e
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,8,9422,False,False,-5.069198392456102,632,14,542999.0,1,1560064,448000,-20480,24046478,2172,c3a1ea0213173fe688c3ab6187aa9e06ba1ec35b46ad247c307170fc88772890
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,8,9422,False,False,-5.069198392456102,632,14,542999.0,1,3479070,831488,-31232,58357762,5153,c3a1ea0213173fe688c3ab6187aa9e06ba1ec35b46ad247c307170fc88772890
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,9,70266,False,False,-4.783324517413964,694,11,89999.0,7,1572352,460288,-8192,24046478,2172,17ce88b6d398f850a4888803a283c3c8c629b5743e0e07577f8935028fc2be69
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,9,70266,False,False,-4.783324517413964,694,11,89999.0,7,3498526,850944,-11776,58357762,5153,17ce88b6d398f850a4888803a283c3c8c629b5743e0e07577f8935028fc2be69
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,10,84744,False,False,-4.568731586619085,701,6,,0,1548288,436224,-32256,24046478,2172,cfc72589a2a7ab1cac798c70acd9cea6e30cee7afe979c001a3352256199d191
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,10,84744,False,False,-4.568731586619085,701,6,,0,3473438,825856,-36864,58357762,5153,cfc72589a2a7ab1cac798c70acd9cea6e30cee7afe979c001a3352256199d191
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,11,68912,False,False,-4.987732060613586,611,5,921000.0,0,1587712,475648,7168,24046478,2172,d0b17f1da6476faa959d27064ddc1367d3a3f05112fd6c3157677c6a99f7b9f5
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,end,11,68912,False,False,-4.987732060613586,611,5,921000.0,0,3540510,892928,30208,58357762,5153,d0b17f1da6476faa959d27064ddc1367d3a3f05112fd6c3157677c6a99f7b9f5
conversation_trace,0.0025,1,pi0,0,"conversation_trace|l1=0.0025,l2x1|pi0|s=0",00004b3a279b457d1d2f9a20b47c22dd94264ccc4962ecc9fcd9f0957d44a2bb,1,710,301,2130000.0,17,True,0,0,1406.999,0,600,12,9895,False,False,-4.953014357327426,705,12,276000.0,3,1586176,474112,5632,24046478,2172,51c7f743dadebdf860928b45a1f8489aabf4115fe90f1309b2f40c4f74e2c7d1
