trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,window,population_iteration,scoring_iteration,authoritative_recorded_tuple,rows,groups,prevalence,pooled_metric,within_decision_micro,within_decision_macro,decisions_scored,decisions_constant_label,decisions_constant_label_share,evicted_lowest_label_rate,actual_victim_lowest_label_rate,proposed_victim_lowest_label_rate,actual_victim_label_rank_fraction_mean,proposed_victim_label_rank_fraction_mean,actual_proposed_victim_agreement_rate,proposed_minimum_tuple_tie_decisions,nonconstant_label_decisions,metric_nan_nonconstant_decisions,actual_rejected_decisions,actual_rejected_reused_within_h_share,actual_rejected_avoidable_share,actual_evicted_decisions,actual_evicted_reused_within_h_share,actual_evicted_avoidable_share,primary_exact_tie_pairs,full_tuple_exact_tie_pairs,minimum_positive_primary_pair_margin,minimum_top_two_primary_margin,recorded_argmin_groups,recorded_argmin_mismatches,recorded_argmin_match_rate,recomputed_recorded_primary_exact,recomputed_recorded_primary_max_abs,model_iteration
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,0,pi0,train,0,0,False,679524.0,40000.0,0.6359113143906617,0.3648381318530881,nan,0.30011864828460894,39999.0,1.0,2.5e-05,nan,0.688875,0.688875,0.30510927083333333,0.30510927083333333,1.0,75.0,39999.0,0.0,31626.0,0.29042559919053945,0.9804028307022319,8374.0,0.3971817530451397,0.9846662657847264,3321.0,3321.0,7.374170962748394e-08,0.0,40000.0,0.0,1.0,1,0.0,0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,0,pi0,train,0,1,False,679524.0,40000.0,0.6359113143906617,0.41514881322221253,nan,0.33194089941775845,39999.0,1.0,2.5e-05,nan,0.688875,0.6236,0.30510927083333333,0.33887546874999996,0.532,133.0,39999.0,0.0,31626.0,0.29042559919053945,0.9804028307022319,8374.0,0.3971817530451397,0.9846662657847264,3321.0,3321.0,2.856291043684678e-07,0.0,40000.0,0.0,1.0,0,1.1207253512593454,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,0,pi0,train,0,2,False,679524.0,40000.0,0.6359113143906617,0.40288939827566334,nan,0.3152040568153834,39999.0,1.0,2.5e-05,nan,0.688875,0.655725,0.30510927083333333,0.32417046875,0.644875,327.0,39999.0,0.0,31626.0,0.29042559919053945,0.9804028307022319,8374.0,0.3971817530451397,0.9846662657847264,3321.0,3321.0,8.635896175945845e-08,0.0,40000.0,0.0,1.0,0,1.1618760557559797,2
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,0,pi0,train,0,3,False,679524.0,40000.0,0.6359113143906617,0.39718183165824245,nan,0.31792446941971353,39999.0,1.0,2.5e-05,nan,0.688875,0.61285,0.30510927083333333,0.34511109375,0.49365,370.0,39999.0,0.0,31626.0,0.29042559919053945,0.9804028307022319,8374.0,0.3971817530451397,0.9846662657847264,3321.0,3321.0,2.2990378223397556e-07,0.0,40000.0,0.0,1.0,0,1.5029499975953575,3
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,1,pi1,train,1,0,False,679648.0,40000.0,0.6079647111445925,0.4361062267301061,nan,0.3746623480332108,39974.0,26.0,0.00065,nan,0.687325,0.7571,0.3167011979166667,0.28655432291666666,0.65475,15.0,39974.0,0.0,34272.0,0.3026085434173669,0.9794619612380677,5728.0,0.38285614525139666,0.9849521203830369,1357.0,1357.0,5.095777133590218e-09,0.0,40000.0,0.0,1.0,0,1.4957053958617719,0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,1,pi1,train,1,1,False,679648.0,40000.0,0.6079647111445925,0.4438435740666849,nan,0.31745473768983523,39974.0,26.0,0.00065,nan,0.687325,0.687325,0.3167011979166667,0.3167011979166667,1.0,26.0,39974.0,0.0,34272.0,0.3026085434173669,0.9794619612380677,5728.0,0.38285614525139666,0.9849521203830369,1357.0,1357.0,5.5192765024969503e-08,0.0,40000.0,0.0,1.0,1,0.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,1,pi1,train,1,2,False,679648.0,40000.0,0.6079647111445925,0.46997434476874017,nan,0.35008527925957655,39974.0,26.0,0.00065,nan,0.687325,0.720475,0.3167011979166667,0.30320828125,0.755025,101.0,39974.0,0.0,34272.0,0.3026085434173669,0.9794619612380677,5728.0,0.38285614525139666,0.9849521203830369,1357.0,1357.0,3.064555178511341e-07,0.0,40000.0,0.0,1.0,0,0.673191635424681,2
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,1,pi1,train,1,3,False,679648.0,40000.0,0.6079647111445925,0.4660098503129935,nan,0.35361537838885937,39974.0,26.0,0.00065,nan,0.687325,0.7061,0.3167011979166667,0.3113963541666667,0.6615,137.0,39974.0,0.0,34272.0,0.3026085434173669,0.9794619612380677,5728.0,0.38285614525139666,0.9849521203830369,1357.0,1357.0,5.589469687095061e-08,0.0,40000.0,0.0,1.0,0,0.9671479418633488,3
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,2,pi2,train,2,0,False,679561.0,40000.0,0.6411742286564415,0.3857792931912816,nan,0.2895578649415069,39968.0,32.0,0.0008,nan,0.69095,0.7012,0.2994376041666667,0.29664239583333335,0.7391,17.0,39968.0,0.0,33524.0,0.29456508769836537,0.9605063291139241,6476.0,0.40009264978381714,0.9687379390196835,662.0,662.0,9.764865360750719e-08,0.0,40000.0,0.0,1.0,0,1.1054229702343203,0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,2,pi2,train,2,1,False,679561.0,40000.0,0.6411742286564415,0.4160022482806519,nan,0.305708527455401,39968.0,32.0,0.0008,nan,0.69095,0.6643,0.2994376041666667,0.31142083333333337,0.866,22.0,39968.0,0.0,33524.0,0.29456508769836537,0.9605063291139241,6476.0,0.40009264978381714,0.9687379390196835,662.0,662.0,4.070076045081805e-07,0.0,40000.0,0.0,1.0,0,0.5678201463101855,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,2,pi2,train,2,2,False,679561.0,40000.0,0.6411742286564415,0.43353188543146165,nan,0.3130905742645173,39968.0,32.0,0.0008,nan,0.69095,0.69095,0.2994376041666667,0.2994376041666667,1.0,31.0,39968.0,0.0,33524.0,0.29456508769836537,0.9605063291139241,6476.0,0.40009264978381714,0.9687379390196835,662.0,662.0,4.392215213755435e-08,0.0,40000.0,0.0,1.0,1,0.0,2
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,2,pi2,train,2,3,False,679561.0,40000.0,0.6411742286564415,0.4437129236225997,nan,0.34125257731170083,39968.0,32.0,0.0008,nan,0.69095,0.683125,0.2994376041666667,0.30360093749999995,0.87875,50.0,39968.0,0.0,33524.0,0.29456508769836537,0.9605063291139241,6476.0,0.40009264978381714,0.9687379390196835,662.0,662.0,8.308723487004954e-09,0.0,40000.0,0.0,1.0,0,0.679192923376335,3
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,3,pi3,train,3,0,False,679601.0,40000.0,0.6294134352362636,0.40416040824538335,nan,0.31241102247826696,39974.0,26.0,0.00065,nan,0.687375,0.72055,0.30810625,0.29364526041666666,0.667775,29.0,39974.0,0.0,33016.0,0.30070268960504,0.9738114423851733,6984.0,0.3804410080183276,0.9777945050809184,540.0,540.0,5.095777133590218e-09,0.0,40000.0,0.0,1.0,0,1.5145330467627778,0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,3,pi3,train,3,1,False,679601.0,40000.0,0.6294134352362636,0.42727491597875783,nan,0.3102567856386271,39974.0,26.0,0.00065,nan,0.687375,0.671725,0.30810625,0.31528562499999996,0.86595,25.0,39974.0,0.0,33016.0,0.30070268960504,0.9738114423851733,6984.0,0.3804410080183276,0.9777945050809184,540.0,540.0,6.99659006286879e-08,0.0,40000.0,0.0,1.0,0,0.7190748145148662,1
