trace,l1_fraction,l2_multiplier,cell,arm,kind,target,seed,label_target,metric,own_target,horizon_seconds,decisions_offered,decisions_in_window,decisions_kept,rejected_decisions,rejected_reused_within_h_share,rejected_avoidable_share,evicted_decisions,evicted_reused_within_h_share,evicted_avoidable_share,victim_vs_resident_metric,victim_vs_resident_pairs,first_round_decisions,victim_rank_fraction_mean,residents_only_metric,residents_only_decisions,residents_constant_label,whole_set_metric,whole_set_decisions_scored,evicted_lowest_label_rate,victim_matches_argmin_rate,prevalence,row_type,seeds,decisions_offered_mean,decisions_offered_std,decisions_offered_ci95_half,decisions_in_window_mean,decisions_in_window_std,decisions_in_window_ci95_half,decisions_kept_mean,decisions_kept_std,decisions_kept_ci95_half,rejected_decisions_mean,rejected_decisions_std,rejected_decisions_ci95_half,rejected_reused_within_h_share_mean,rejected_reused_within_h_share_std,rejected_reused_within_h_share_ci95_half,rejected_avoidable_share_mean,rejected_avoidable_share_std,rejected_avoidable_share_ci95_half,evicted_decisions_mean,evicted_decisions_std,evicted_decisions_ci95_half,evicted_reused_within_h_share_mean,evicted_reused_within_h_share_std,evicted_reused_within_h_share_ci95_half,evicted_avoidable_share_mean,evicted_avoidable_share_std,evicted_avoidable_share_ci95_half,victim_vs_resident_metric_mean,victim_vs_resident_metric_std,victim_vs_resident_metric_ci95_half,victim_vs_resident_pairs_mean,victim_vs_resident_pairs_std,victim_vs_resident_pairs_ci95_half,first_round_decisions_mean,first_round_decisions_std,first_round_decisions_ci95_half,victim_rank_fraction_mean_mean,victim_rank_fraction_mean_std,victim_rank_fraction_mean_ci95_half,residents_only_metric_mean,residents_only_metric_std,residents_only_metric_ci95_half,residents_only_decisions_mean,residents_only_decisions_std,residents_only_decisions_ci95_half,residents_constant_label_mean,residents_constant_label_std,residents_constant_label_ci95_half,whole_set_metric_mean,whole_set_metric_std,whole_set_metric_ci95_half,whole_set_decisions_scored_mean,whole_set_decisions_scored_std,whole_set_decisions_scored_ci95_half,evicted_lowest_label_rate_mean,evicted_lowest_label_rate_std,evicted_lowest_label_rate_ci95_half,victim_matches_argmin_rate_mean,victim_matches_argmin_rate_std,victim_matches_argmin_rate_ci95_half,prevalence_mean,prevalence_std,prevalence_ci95_half
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,0,binary,auc,False,600.0,269505.0,61636.0,40000.0,35701.0,0.2939413461807793,0.8752620545073375,4299.0,0.4756920214003257,0.8963325183374083,0.9041185637749366,386931.0,39504.0,0.025220547286350748,0.3225192244079854,35358.0,4642.0,0.4832268447067672,38479.0,0.72455,1.0,0.7923897431067367,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,0,next_use,spearman,False,600.0,269505.0,61636.0,40000.0,35701.0,0.2939413461807793,0.8752620545073375,4299.0,0.4756920214003257,0.8963325183374083,0.7679195741053757,553752.0,39504.0,0.025220547286350748,-0.10354020289167763,40000.0,0.0,-0.010466756312848872,40000.0,0.689275,1.0,0.7832154041771645,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,1,binary,auc,False,600.0,269546.0,61645.0,40000.0,35826.0,0.2953720761458159,0.8814023814023814,4174.0,0.4861044561571634,0.8965007392804337,0.9028583226872104,387465.0,39541.0,0.024933771275385045,0.3200972016295981,35461.0,4539.0,0.4806234016819362,38535.0,0.72135,1.0,0.791924254754312,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,1,next_use,spearman,False,600.0,269546.0,61645.0,40000.0,35826.0,0.2953720761458159,0.8814023814023814,4174.0,0.4861044561571634,0.8965007392804337,0.767227196963684,554356.0,39541.0,0.024933771275385045,-0.09226852892020077,40000.0,0.0,-0.0011448309119541705,40000.0,0.6873,1.0,0.783163929770242,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,2,binary,auc,False,600.0,269545.0,61639.0,40000.0,35775.0,0.29129280223619847,0.8814893004510124,4225.0,0.48,0.9018737672583826,0.9037124733332647,388124.0,39524.0,0.024911288078129742,0.331881783581429,35569.0,4431.0,0.4881266008846812,38566.0,0.724625,1.0,0.7895953638134929,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,2,next_use,spearman,False,600.0,269545.0,61639.0,40000.0,35775.0,0.29129280223619847,0.8814893004510124,4225.0,0.48,0.9018737672583826,0.7693959044245098,552694.0,39524.0,0.024911288078129742,-0.09054020918608138,40000.0,0.0,0.0009130597050228119,40000.0,0.6914,1.0,0.7811526892354059,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,3,binary,auc,False,600.0,269527.0,61640.0,40000.0,35763.0,0.2945781953415541,0.8845752254390128,4237.0,0.4791125796554166,0.905911330049261,0.9019867053307902,386922.0,39525.0,0.02493674889310563,0.3302444264910693,35651.0,4349.0,0.4853388430528796,38593.0,0.72105,1.0,0.7892733895000184,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,3,next_use,spearman,False,600.0,269527.0,61640.0,40000.0,35763.0,0.2945781953415541,0.8845752254390128,4237.0,0.4791125796554166,0.905911330049261,0.7684236142145573,552701.0,39525.0,0.02493674889310563,-0.09711643161030288,40000.0,0.0,-0.004871472228776759,40000.0,0.689175,1.0,0.7808851771458004,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,4,binary,auc,False,600.0,269520.0,61629.0,40000.0,35752.0,0.2949205638845379,0.8804059180576631,4248.0,0.4795197740112994,0.8973981345115366,0.9036046721501689,387830.0,39534.0,0.025102601558152478,0.32009408331193867,35455.0,4545.0,0.48116731672889207,38530.0,0.722225,1.0,0.7918132131725565,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,4,next_use,spearman,False,600.0,269520.0,61629.0,40000.0,35752.0,0.2949205638845379,0.8804059180576631,4248.0,0.4795197740112994,0.8973981345115366,0.7678484718845163,553983.0,39534.0,0.025102601558152478,-0.10374711670916008,40000.0,0.0,-0.010801202729997135,40000.0,0.6884,1.0,0.7829247690328961,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
